Threshold,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7
0.01,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.21,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.26,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.31,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.41,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.46,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.51,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.61,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.66,27.9238,28.1005,28.2021,28.5321,28.9725,29.1745,29.5444,29.8942,30.0962,30.4867,30.9346,31.1837,31.5085,31.8694,31.968,32.1651,32.516,32.851,33.2287,34.1551,56.6984,166.931,349.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

